Row ID,Order ID,Order Date,Year,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Sales Amount,Quantity,Discount,Profit,SalesPerson
28,US-2015-150630,17-09-2019,2019,Standard Class,TB-21520,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10004834,3083.43,7,0.5,-1665.0522,SP_424
29,US-2015-150630,17-09-2019,2019,Standard Class,TB-21520,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10000474,9.618,2,0.7,-7.0532,SP_63
30,US-2015-150630,17-09-2019,2019,Standard Class,TB-21520,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,124.2,3,0.2,15.525,SP_103
31,US-2015-150630,17-09-2019,2019,Standard Class,TB-21520,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10001509,3.264,2,0.2,1.1016,SP_315
32,US-2015-150630,17-09-2019,2019,Standard Class,TB-21520,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004042,86.304,6,0.2,9.7092,SP_339
33,US-2015-150630,17-09-2019,2019,Standard Class,TB-21520,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001525,6.858,6,0.7,-5.715,SP_402
34,US-2015-150630,17-09-2019,2019,Standard Class,TB-21520,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001683,15.76,2,0.2,3.546,SP_457
35,CA-2017-107727,19-10-2021,2021,Second Class,MA-17560,Home Office,United States,Houston,Texas,77095,Central,OFF-PA-10000249,29.472,3,0.2,9.9468,SP_260
36,CA-2016-117590,08-12-2020,2020,First Class,GH-14485,Corporate,United States,Richardson,Texas,75080,Central,TEC-PH-10004977,1097.544,7,0.2,123.4737,SP_179
37,CA-2016-117590,08-12-2020,2020,First Class,GH-14485,Corporate,United States,Richardson,Texas,75080,Central,FUR-FU-10003664,190.92,5,0.6,-147.963,SP_106
38,CA-2015-117415,27-12-2019,2019,Standard Class,SN-20710,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10002986,113.328,9,0.2,35.415,SP_454
39,CA-2015-117415,27-12-2019,2019,Standard Class,SN-20710,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10002545,532.3992,3,0.32,-46.9764,SP_470
40,CA-2015-117415,27-12-2019,2019,Standard Class,SN-20710,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004218,212.058,3,0.3,-15.147,SP_151
41,CA-2015-117415,27-12-2019,2019,Standard Class,SN-20710,Home Office,United States,Houston,Texas,77041,Central,TEC-PH-10000486,371.168,4,0.2,41.7564,SP_397
42,CA-2017-120999,10-09-2021,2021,Standard Class,LC-16930,Corporate,United States,Naperville,Illinois,60540,Central,TEC-PH-10004093,147.168,4,0.2,16.5564,SP_402
43,CA-2016-101343,17-07-2020,2020,Standard Class,RA-19885,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003479,77.88,2,0,3.894,SP_406
44,CA-2017-139619,19-09-2021,2021,Standard Class,ES-14080,Corporate,United States,Melbourne,Florida,32935,South,OFF-ST-10003282,95.616,2,0.2,9.5616,SP_412
45,CA-2016-118255,11-03-2020,2020,First Class,ON-18715,Corporate,United States,Eagan,Minnesota,55122,Central,TEC-AC-10000171,45.98,2,0,19.7714,SP_294
46,CA-2016-118255,11-03-2020,2020,First Class,ON-18715,Corporate,United States,Eagan,Minnesota,55122,Central,OFF-BI-10003291,17.46,2,0,8.2062,SP_84
47,CA-2014-146703,20-10-2018,2018,Second Class,PO-18865,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10001713,211.96,4,0,8.4784,SP_237
48,CA-2016-169194,20-06-2020,2020,Standard Class,LH-16900,Consumer,United States,Dover,Delaware,19901,East,TEC-AC-10002167,45,3,0,4.95,SP_346
49,CA-2016-169194,20-06-2020,2020,Standard Class,LH-16900,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10003988,21.8,2,0,6.104,SP_52
50,CA-2015-115742,18-04-2019,2019,Standard Class,DP-13000,Consumer,United States,New Albany,Indiana,47150,Central,OFF-BI-10004410,38.22,6,0,17.9634,SP_42
51,CA-2015-115742,18-04-2019,2019,Standard Class,DP-13000,Consumer,United States,New Albany,Indiana,47150,Central,OFF-LA-10002762,75.18,6,0,35.3346,SP_465
52,CA-2015-115742,18-04-2019,2019,Standard Class,DP-13000,Consumer,United States,New Albany,Indiana,47150,Central,FUR-FU-10001706,6.16,2,0,2.9568,SP_121
53,CA-2015-115742,18-04-2019,2019,Standard Class,DP-13000,Consumer,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061,89.99,1,0,17.0981,SP_319
54,CA-2016-105816,11-12-2020,2020,Standard Class,JM-15265,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000304,15.26,7,0,6.2566,SP_364
55,CA-2016-105816,11-12-2020,2020,Standard Class,JM-15265,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002447,1029.95,5,0,298.6855,SP_456
56,CA-2016-111682,17-06-2020,2020,First Class,TB-21055,Consumer,United States,Troy,New York,12180,East,OFF-ST-10000604,208.56,6,0,52.14,SP_107
57,CA-2016-111682,17-06-2020,2020,First Class,TB-21055,Consumer,United States,Troy,New York,12180,East,OFF-PA-10001569,32.4,5,0,15.552,SP_364
58,CA-2016-111682,17-06-2020,2020,First Class,TB-21055,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003968,319.41,5,0.1,7.098,SP_210
59,CA-2016-111682,17-06-2020,2020,First Class,TB-21055,Consumer,United States,Troy,New York,12180,East,OFF-PA-10000587,14.56,2,0,6.9888,SP_247
60,CA-2016-111682,17-06-2020,2020,First Class,TB-21055,Consumer,United States,Troy,New York,12180,East,TEC-AC-10002167,30,2,0,3.3,SP_385
61,CA-2016-111682,17-06-2020,2020,First Class,TB-21055,Consumer,United States,Troy,New York,12180,East,OFF-BI-10001460,48.48,4,0.2,16.362,SP_141
62,CA-2016-111682,17-06-2020,2020,First Class,TB-21055,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,1.68,1,0,0.84,SP_43
63,CA-2015-135545,24-11-2019,2019,Standard Class,KM-16720,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10004633,13.98,2,0,6.1512,SP_438
64,CA-2015-135545,24-11-2019,2019,Standard Class,KM-16720,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001078,25.824,6,0.2,9.3612,SP_239
65,CA-2015-135545,24-11-2019,2019,Standard Class,KM-16720,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003892,146.73,3,0,68.9631,SP_44
66,CA-2015-135545,24-11-2019,2019,Standard Class,KM-16720,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10000397,79.76,4,0,22.3328,SP_75
67,US-2015-164175,30-04-2019,2019,Standard Class,PS-18970,Home Office,United States,Chicago,Illinois,60610,Central,FUR-CH-10001146,213.115,5,0.3,-15.2225,SP_55
68,CA-2014-106376,05-12-2018,2018,Standard Class,BS-11590,Corporate,United States,Gilbert,Arizona,85234,West,OFF-AR-10002671,1113.024,8,0.2,111.3024,SP_64
69,CA-2014-106376,05-12-2018,2018,Standard Class,BS-11590,Corporate,United States,Gilbert,Arizona,85234,West,TEC-PH-10002726,167.968,4,0.2,62.988,SP_288
70,CA-2016-119823,04-06-2020,2020,First Class,KD-16270,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000482,75.88,2,0,35.6636,SP_454
71,CA-2016-106075,18-09-2020,2020,Standard Class,HM-14980,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004654,4.616,1,0.2,1.731,SP_60
72,CA-2017-114440,14-09-2021,2021,Second Class,TB-21520,Consumer,United States,Jackson,Michigan,49201,Central,OFF-PA-10004675,19.05,3,0,8.763,SP_92
73,US-2015-134026,26-04-2019,2019,Standard Class,JE-15745,Consumer,United States,Memphis,Tennessee,38109,South,FUR-CH-10000513,831.936,8,0.2,-114.3912,SP_280
74,US-2015-134026,26-04-2019,2019,Standard Class,JE-15745,Consumer,United States,Memphis,Tennessee,38109,South,FUR-FU-10003708,97.04,2,0.2,1.213,SP_230
75,US-2015-134026,26-04-2019,2019,Standard Class,JE-15745,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10004123,72.784,1,0.2,-18.196,SP_247
76,US-2017-118038,09-12-2021,2021,First Class,KB-16600,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10004182,1.248,3,0.8,-1.9344,SP_169
77,US-2017-118038,09-12-2021,2021,First Class,KB-16600,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10000260,9.708,3,0.6,-5.8248,SP_342
78,US-2017-118038,09-12-2021,2021,First Class,KB-16600,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000615,27.24,3,0.2,2.724,SP_167
79,US-2014-147606,26-11-2018,2018,Second Class,JE-15745,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10003194,19.3,5,0.6,-14.475,SP_346
80,CA-2016-127208,12-06-2020,2020,First Class,SC-20770,Corporate,United States,Decatur,Alabama,35601,South,OFF-AP-10002118,208.16,1,0,56.2032,SP_460
81,CA-2016-127208,12-06-2020,2020,First Class,SC-20770,Corporate,United States,Decatur,Alabama,35601,South,OFF-BI-10002309,16.74,3,0,8.0352,SP_280
82,CA-2014-139451,12-10-2018,2018,Standard Class,DN-13690,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10002053,14.9,5,0,4.172,SP_155
83,CA-2014-139451,12-10-2018,2018,Standard Class,DN-13690,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10002370,21.39,1,0,6.2031,SP_213
84,CA-2015-149734,03-09-2019,2019,Standard Class,JC-16105,Corporate,United States,Durham,North Carolina,27707,South,OFF-EN-10000927,200.984,7,0.2,62.8075,SP_140
85,US-2017-119662,13-11-2021,2021,First Class,CS-12400,Home Office,United States,Chicago,Illinois,60623,Central,OFF-ST-10003656,230.376,3,0.2,-48.9549,SP_271
86,CA-2017-140088,28-05-2021,2021,Second Class,PO-18865,Consumer,United States,Columbia,South Carolina,29203,South,FUR-CH-10000863,301.96,2,0,33.2156,SP_434
87,CA-2017-155558,26-10-2021,2021,Standard Class,PG-18895,Consumer,United States,Rochester,Minnesota,55901,Central,TEC-AC-10001998,19.99,1,0,6.7966,SP_470
88,CA-2017-155558,26-10-2021,2021,Standard Class,PG-18895,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-LA-10000134,6.16,2,0,2.9568,SP_346
89,CA-2016-159695,05-04-2020,2020,Second Class,GM-14455,Home Office,United States,Houston,Texas,77095,Central,OFF-ST-10003442,158.368,7,0.2,13.8572,SP_401
90,CA-2016-109806,17-09-2020,2020,Standard Class,JS-15685,Corporate,United States,Los Angeles,California,90036,West,OFF-AR-10004930,20.1,3,0,6.633,SP_127
91,CA-2016-109806,17-09-2020,2020,Standard Class,JS-15685,Corporate,United States,Los Angeles,California,90036,West,TEC-PH-10004093,73.584,2,0.2,8.2782,SP_340
92,CA-2016-109806,17-09-2020,2020,Standard Class,JS-15685,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10000304,6.48,1,0,3.1104,SP_441
93,CA-2015-149587,31-01-2019,2019,Second Class,KB-16315,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10003177,12.96,2,0,6.2208,SP_214
94,CA-2015-149587,31-01-2019,2019,Second Class,KB-16315,Consumer,United States,Minneapolis,Minnesota,55407,Central,FUR-FU-10003799,53.34,3,0,16.5354,SP_161
95,CA-2015-149587,31-01-2019,2019,Second Class,KB-16315,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10002852,32.96,2,0,16.1504,SP_249
96,US-2017-109484,06-11-2021,2021,Standard Class,RB-19705,Home Office,United States,Portland,Oregon,97206,West,OFF-BI-10004738,5.682,1,0.7,-3.788,SP_17
97,CA-2017-161018,09-11-2021,2021,Second Class,PN-18775,Home Office,United States,New York City,New York,10009,East,FUR-FU-10000629,96.53,7,0,40.5426,SP_393
98,CA-2017-157833,17-06-2021,2021,First Class,KD-16345,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10001721,51.312,3,0.2,17.9592,SP_362
99,CA-2016-149223,06-09-2020,2020,Standard Class,ER-13855,Corporate,United States,Saint Paul,Minnesota,55106,Central,OFF-AP-10000358,77.88,6,0,22.5852,SP_302
100,CA-2016-158568,29-08-2020,2020,Standard Class,RB-19465,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10003256,64.624,7,0.2,22.6184,SP_7
101,CA-2016-158568,29-08-2020,2020,Standard Class,RB-19465,Home Office,United States,Chicago,Illinois,60610,Central,TEC-AC-10001767,95.976,3,0.2,-10.7973,SP_112
102,CA-2016-158568,29-08-2020,2020,Standard Class,RB-19465,Home Office,United States,Chicago,Illinois,60610,Central,OFF-BI-10002609,1.788,3,0.8,-3.0396,SP_384
103,CA-2016-129903,01-12-2020,2020,Second Class,GZ-14470,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-PA-10004040,23.92,4,0,11.7208,SP_181
104,US-2015-156867,13-11-2019,2019,Standard Class,LC-16870,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001552,238.896,6,0.2,-26.8758,SP_402
105,US-2015-156867,13-11-2019,2019,Standard Class,LC-16870,Consumer,United States,Aurora,Colorado,80013,West,FUR-FU-10004006,102.36,3,0.2,-3.8385,SP_409
106,US-2015-156867,13-11-2019,2019,Standard Class,LC-16870,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10002794,36.882,3,0.7,-25.8174,SP_28
107,CA-2017-119004,23-11-2021,2021,Standard Class,JM-15250,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-AC-10003499,74.112,8,0.2,17.6016,SP_313
108,CA-2017-119004,23-11-2021,2021,Standard Class,JM-15250,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-PH-10002844,27.992,1,0.2,2.0994,SP_98
109,CA-2017-119004,23-11-2021,2021,Standard Class,JM-15250,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-AR-10000390,3.304,1,0.2,1.0738,SP_234
110,CA-2015-129476,15-10-2019,2019,Standard Class,PA-19060,Home Office,United States,Orland Park,Illinois,60462,Central,TEC-AC-10000844,339.96,5,0.2,67.992,SP_273
111,CA-2017-146780,25-12-2021,2021,Standard Class,CV-12805,Corporate,United States,New York City,New York,10035,East,FUR-FU-10001934,41.96,2,0,10.9096,SP_197
112,CA-2016-128867,03-11-2020,2020,Standard Class,CL-12565,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-AR-10000380,75.96,2,0,22.788,SP_232
113,CA-2016-128867,03-11-2020,2020,Standard Class,CL-12565,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-BI-10003981,27.24,6,0,13.3476,SP_342
114,CA-2014-115259,25-08-2018,2018,Second Class,RC-19960,Consumer,United States,Columbus,Ohio,43229,East,OFF-FA-10000621,40.096,14,0.2,14.5348,SP_119
115,CA-2014-115259,25-08-2018,2018,Second Class,RC-19960,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002600,4.72,2,0.2,1.652,SP_407
116,CA-2014-115259,25-08-2018,2018,Second Class,RC-19960,Consumer,United States,Columbus,Ohio,43229,East,OFF-PA-10004965,23.976,3,0.2,7.4925,SP_156
117,CA-2014-115259,25-08-2018,2018,Second Class,RC-19960,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002504,130.464,6,0.2,44.0316,SP_227
118,CA-2015-110457,02-03-2019,2019,Standard Class,DK-13090,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10001768,787.53,3,0,165.3813,SP_68
119,US-2015-136476,05-04-2019,2019,Standard Class,GG-14650,Corporate,United States,Bristol,Tennessee,37620,South,OFF-BI-10003650,157.794,1,0.7,-115.7156,SP_319
120,CA-2016-103730,12-06-2020,2020,First Class,SC-20725,Consumer,United States,Wilmington,Delaware,19805,East,FUR-FU-10002157,47.04,3,0,18.3456,SP_291
121,CA-2016-103730,12-06-2020,2020,First Class,SC-20725,Consumer,United States,Wilmington,Delaware,19805,East,OFF-BI-10003910,30.84,4,0,13.878,SP_166
122,CA-2016-103730,12-06-2020,2020,First Class,SC-20725,Consumer,United States,Wilmington,Delaware,19805,East,OFF-ST-10000777,226.56,6,0,63.4368,SP_53
123,CA-2016-103730,12-06-2020,2020,First Class,SC-20725,Consumer,United States,Wilmington,Delaware,19805,East,OFF-EN-10002500,115.02,9,0,51.759,SP_303
124,CA-2016-103730,12-06-2020,2020,First Class,SC-20725,Consumer,United States,Wilmington,Delaware,19805,East,TEC-PH-10003875,68.04,7,0,19.7316,SP_283
125,US-2014-152030,26-12-2018,2018,Second Class,AD-10180,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004063,600.558,3,0.3,-8.5794,SP_337
126,US-2014-134614,20-09-2018,2018,Standard Class,PF-19165,Consumer,United States,Bloomington,Illinois,61701,Central,FUR-TA-10004534,617.7,6,0.5,-407.682,SP_59
127,US-2017-107272,05-11-2021,2021,Standard Class,TS-21610,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10003274,2.388,2,0.7,-1.8308,SP_351
128,US-2017-107272,05-11-2021,2021,Standard Class,TS-21610,Consumer,United States,Phoenix,Arizona,85023,West,OFF-ST-10002974,243.992,7,0.2,30.499,SP_194
129,US-2016-125969,06-11-2020,2020,Second Class,LS-16975,Home Office,United States,Los Angeles,California,90004,West,FUR-CH-10001146,81.424,2,0.2,-9.1602,SP_239
130,US-2016-125969,06-11-2020,2020,Second Class,LS-16975,Home Office,United States,Los Angeles,California,90004,West,FUR-FU-10003773,238.56,3,0,26.2416,SP_254
131,US-2017-164147,02-02-2021,2021,First Class,DW-13585,Corporate,United States,Columbus,Ohio,43229,East,TEC-PH-10002293,59.97,5,0.4,-11.994,SP_147
132,US-2017-164147,02-02-2021,2021,First Class,DW-13585,Corporate,United States,Columbus,Ohio,43229,East,OFF-PA-10002377,78.304,2,0.2,29.364,SP_344
133,US-2017-164147,02-02-2021,2021,First Class,DW-13585,Corporate,United States,Columbus,Ohio,43229,East,OFF-FA-10002780,21.456,9,0.2,6.9732,SP_8
134,CA-2016-145583,13-10-2020,2020,Standard Class,LC-16885,Consumer,United States,Roseville,California,95661,West,OFF-PA-10001804,20.04,3,0,9.6192,SP_323
135,CA-2016-145583,13-10-2020,2020,Standard Class,LC-16885,Consumer,United States,Roseville,California,95661,West,OFF-PA-10001736,35.44,1,0,16.6568,SP_126
136,CA-2016-145583,13-10-2020,2020,Standard Class,LC-16885,Consumer,United States,Roseville,California,95661,West,OFF-AR-10001149,11.52,4,0,3.456,SP_147
137,CA-2016-145583,13-10-2020,2020,Standard Class,LC-16885,Consumer,United States,Roseville,California,95661,West,OFF-FA-10002988,4.02,2,0,1.9698,SP_251
138,CA-2016-145583,13-10-2020,2020,Standard Class,LC-16885,Consumer,United States,Roseville,California,95661,West,OFF-BI-10004781,76.176,3,0.2,26.6616,SP_253
139,CA-2016-145583,13-10-2020,2020,Standard Class,LC-16885,Consumer,United States,Roseville,California,95661,West,OFF-SU-10001218,65.88,6,0,18.4464,SP_451
140,CA-2016-145583,13-10-2020,2020,Standard Class,LC-16885,Consumer,United States,Roseville,California,95661,West,FUR-FU-10001706,43.12,14,0,20.6976,SP_25
141,CA-2016-110366,05-09-2020,2020,Second Class,JD-15895,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,82.8,2,0.2,10.35,SP_46
142,CA-2017-106180,18-09-2021,2021,Standard Class,SH-19975,Corporate,United States,San Francisco,California,94122,West,OFF-AR-10000940,8.82,3,0,2.3814,SP_113
143,CA-2017-106180,18-09-2021,2021,Standard Class,SH-19975,Corporate,United States,San Francisco,California,94122,West,OFF-EN-10004030,10.86,3,0,5.1042,SP_154
144,CA-2017-106180,18-09-2021,2021,Standard Class,SH-19975,Corporate,United States,San Francisco,California,94122,West,OFF-PA-10004327,143.7,3,0,68.976,SP_173
145,CA-2017-155376,22-12-2021,2021,Standard Class,SG-20080,Consumer,United States,Independence,Missouri,64055,Central,OFF-AP-10001058,839.43,3,0,218.2518,SP_370
146,CA-2015-110744,07-09-2019,2019,Standard Class,HA-14920,Consumer,United States,Pasadena,California,91104,West,OFF-ST-10003656,671.93,7,0,20.1579,SP_173
147,CA-2014-110072,22-10-2018,2018,Standard Class,MG-17680,Home Office,United States,Newark,Ohio,43055,East,FUR-FU-10000521,93.888,4,0.2,12.9096,SP_330
148,CA-2016-114489,05-12-2020,2020,Standard Class,JE-16165,Corporate,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10000215,384.45,11,0,103.8015,SP_150
149,CA-2016-114489,05-12-2020,2020,Standard Class,JE-16165,Corporate,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10001448,149.97,3,0,5.9988,SP_320
150,CA-2016-114489,05-12-2020,2020,Standard Class,JE-16165,Corporate,United States,Franklin,Wisconsin,53132,Central,FUR-CH-10000454,1951.84,8,0,585.552,SP_125
151,CA-2016-114489,05-12-2020,2020,Standard Class,JE-16165,Corporate,United States,Franklin,Wisconsin,53132,Central,OFF-BI-10002735,171.55,5,0,80.6285,SP_80
152,CA-2016-158834,13-03-2020,2020,First Class,TW-21025,Home Office,United States,Scottsdale,Arizona,85254,West,OFF-AP-10000326,157.92,5,0.2,17.766,SP_349
153,CA-2016-158834,13-03-2020,2020,First Class,TW-21025,Home Office,United States,Scottsdale,Arizona,85254,West,TEC-PH-10001254,203.184,2,0.2,15.2388,SP_35
154,CA-2015-124919,31-05-2019,2019,First Class,SP-20650,Corporate,United States,San Jose,California,95123,West,OFF-PA-10001950,58.38,7,0,26.271,SP_245
155,CA-2015-124919,31-05-2019,2019,First Class,SP-20650,Corporate,United States,San Jose,California,95123,West,OFF-PA-10002254,105.52,4,0,48.5392,SP_357
156,CA-2015-124919,31-05-2019,2019,First Class,SP-20650,Corporate,United States,San Jose,California,95123,West,OFF-ST-10001590,80.88,6,0,21.0288,SP_112
157,CA-2015-118948,28-05-2019,2019,Standard Class,NK-18490,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10001547,6.63,3,0,1.7901,SP_466
158,CA-2014-104269,01-03-2018,2018,Second Class,DB-13060,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10004063,457.568,2,0.2,51.4764,SP_301
159,CA-2016-114104,20-11-2020,2020,Standard Class,NP-18670,Consumer,United States,Edmond,Oklahoma,73034,Central,OFF-LA-10002475,14.62,2,0,6.8714,SP_204
160,CA-2016-114104,20-11-2020,2020,Standard Class,NP-18670,Consumer,United States,Edmond,Oklahoma,73034,Central,TEC-PH-10004536,944.93,7,0,236.2325,SP_426
161,CA-2016-162733,11-05-2020,2020,First Class,TT-21070,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002751,5.98,1,0,2.691,SP_299
162,CA-2015-119697,28-12-2019,2019,Second Class,EM-13960,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003657,54.384,2,0.2,1.3596,SP_253
